cbg_d,cbg_o,number
550250105022,550250122024,70
550250105022,550250124002,60
550250105022,550250123001,58
550250105022,550250105023,57
550250105022,550250120013,56
550250105022,550250120025,53
550791503014,551332019002,104
550791503014,551332017034,98
550791503014,550791503012,75
550791503014,551332019003,74
550791503014,551332019001,70
550791503014,550791503031,62
550791503014,551332017033,56
550791503014,551332018001,55
550791503014,550791501003,54
550791503014,551332017042,53
550870116002,550150207001,182
550870116002,550150203081,113
550870116002,550150203062,112
550870116002,550870133002,104
550870116002,550870133001,90
550870116002,550870120002,88
550870116002,550870121004,72
550870116002,550870125042,70
550870116002,550150208002,59
550870116002,550870120001,56
550870116002,550870120004,55
550870116002,550870116004,54
550870116002,550870125031,54
550870116002,550870119002,54
550870116002,550870129012,52
550870116002,550870116005,51
551010011002,551010017051,153
551010011002,551010017032,95
551010011002,551010017052,79
551010011002,551010016013,74
551010011002,550791603001,65
551010011002,551010012011,62
551010011002,551010018021,60
551010011002,551010016014,54
551010011002,551010016021,53
551010011002,551010012025,53
551010011002,551010015013,52
551010011002,551010012022,51
551010011002,551010011001,50
551110006002,551110007001,155
551110006002,551110004011,90
551110006002,551110005002,82
551110006002,551110003004,79
551110006002,551110006003,77
551110006002,550250109011,73
551110006002,551110006001,71
551110006002,551110008002,65
551110006002,550250112002,65
551110006002,551110010012,58
551110006002,551110005003,57
551110006002,551110001003,56
551110006002,550219708004,56
551110006002,550250128004,55
551110006002,551110011003,50
550090216001,550831013002,219
550090216001,550090216002,137
550090216001,550099400012,119
550090216001,550099400013,115
550090216001,550090205041,106
550090216001,551151010001,84
550090216001,550090205034,78
550090216001,550090216003,75
550090216001,550090202042,73
550090216001,551151011001,66
550090216001,550090202043,65
550090216001,550831013001,64
550090216001,550090207021,60
550090216001,551151010002,60
550090216001,551151011002,57
550090216001,550090216004,55
550090216001,550090202033,53
550090216001,551151009001,53
550090216001,550090205042,52
550896602022,550896502001,161
550896602022,550896503004,142
550896602022,550896501013,120
550896602022,550896603041,118
550896602022,550896402002,107
550896602022,550896402001,104
550896602022,550896603011,103
550896602022,550896503001,100
550896602022,550896603013,96
550896602022,550896402004,86
550896602022,551314501032,85
550896602022,550896302021,75
550896602022,550896602023,74
550896602022,550896501022,74
550896602022,551314702041,72
550896602022,551170107002,72
550896602022,550896302022,72
550896602022,551314501042,70
550896602022,550896401005,69
550896602022,550896501011,69
550896602022,550896201001,69
550896602022,550896602012,67
550896602022,550896602021,64
550896602022,550896602011,64
550896602022,550896502002,62
550896602022,550896601002,61
550896602022,550896201003,60
550896602022,550896503003,60
550896602022,551170113003,59
550896602022,550896501014,58
550896602022,550896603033,56
550896602022,550896603031,56
550896602022,550896101021,54
550896602022,551314001043,54
550896602022,551170107003,53
550896602022,550896302013,52
550896602022,550090207021,52
550896602022,550896101013,50
550896602022,550896601003,50
550896602022,550790301003,50
551332034063,551332034052,168
551332034063,551314601013,142
551332034063,551332034051,115
551332034063,551332034064,98
551332034063,551332034031,79
551332034063,551332035003,77
551332034063,551314601024,69
551332034063,551332034061,67
551332034063,551332033041,66
551332034063,551332034041,60
551332034063,551314601011,60
551332034063,551332034065,58
551332034063,551332035005,56
551332034063,551332033042,56
551332034063,551332034062,50
551410116002,551410115003,76
551410116002,551410115004,70
550551006021,550250119004,71
550551006021,550551006022,65
550551006021,550250119002,57
551110009001,551110010012,74
551110009001,551110009003,58
551110009001,551110010011,56
551314101001,551314301001,90
551314101001,551314101002,66
551314101001,551314001033,66
551314101001,550390422004,60
551314101001,550390422001,57
551314101001,551314101004,51
550571001002,550571001001,69
550571001002,550571003002,68
550571001002,550571003003,51
550630007003,550630010001,242
550630007003,550630005002,175
550630007003,550630106001,128
550630007003,550630102022,97
550630007003,550630011021,96
550630007003,550630104012,96
550630007003,550630102011,95
550630007003,550630107001,95
550630007003,550630102021,92
550630007003,550630102012,80
550630007003,550630107002,72
550630007003,550630107003,70
550630007003,550630104024,66
550630007003,550630012004,65
550630007003,550630007001,61
550630007003,550630105001,60
550630007003,550630104022,60
550630007003,550630102014,58
550630007003,550630011022,56
550630007003,550630011012,56
550630007003,550630103002,55
550630007003,550630104021,53
550630007003,550630004002,51
550630007003,270550201003,51
550630007003,550630007005,51
550350012001,550350015001,145
550350012001,550350013001,129
550350012001,550350017001,110
550350012001,550350009003,82
550350012001,550350014003,80
550350012001,550350012006,74
550350012001,550350003021,74
550350012001,550350016003,71
550350012001,550350008032,63
550350012001,550350011011,59
550350012001,550350014004,55
550350012001,550350003012,55
550350012001,550350013003,53
550350012001,550339704001,53
550896503003,551314501032,131
550896503003,550896503004,112
550896503003,550896502001,94
550896503003,550896503001,93
550896503003,550896501013,87
550896503003,551314501042,82
550896503003,551314001043,68
550896503003,550896402004,53
550896503003,550896501022,51
550896503003,550896402002,51
550896503003,550896401005,50
551314501031,551314501042,247
551314501031,551314501032,246
551314501031,551314501051,112
551314501031,551314001043,111
551314501031,551314201061,108
551314501031,551314501041,107
551314501031,551314202004,101
551314501031,551314601013,92
551314501031,551314501061,89
551314501031,551314702041,87
551314501031,551314601011,87
551314501031,551314301001,86
551314501031,551314401043,82
551314501031,551314401051,80
551314501031,551314001041,77
551314501031,551314201034,77
551314501031,551314201041,75
551314501031,551314001021,73
551314501031,551314001042,72
551314501031,551314401032,72
551314501031,551314401041,68
551314501031,551314401031,68
551314501031,551314203003,68
551314501031,551314201052,64
551314501031,551314204012,61
551314501031,551314301003,59
551314501031,551314001033,58
551314501031,550896503004,57
551314501031,551314501062,55
551314501031,550896502001,55
551314501031,550896501013,52
551314501031,550896503001,51
551314501031,551314501043,50
551314501031,551314101002,50
550250026023,550250114023,262
550250026023,550250115031,202
550250026023,550250115032,140
550250026023,550250120013,123
550250026023,550250026021,114
550250026023,550250112002,100
550250026023,550250133012,98
550250026023,550250026031,94
550250026023,550250113011,93
550250026023,550250132004,92
550250026023,550250116002,90
550250026023,550250133022,86
550250026023,550250026032,85
550250026023,550250114012,81
550250026023,550250115042,80
550250026023,550250132005,78
550250026023,550250115061,78
550250026023,550250117001,76
550250026023,550250115041,75
550250026023,550250115062,73
550250026023,550250120011,67
550250026023,550250114021,66
550250026023,550250118001,65
550250026023,550250132003,64
550250026023,550250119001,60
550250026023,550250117002,60
550250026023,550250116003,60
550250026023,550250115052,58
550250026023,550250114011,55
550250026023,550219712004,54
550250026023,550250024021,54
550250026023,550250133023,53
550250026023,550250132002,53
550250026023,550250030021,50
550250026023,550250023011,50
550259917020,550250011022,109
550630002005,550630005002,133
550630002005,550630102011,94
550630002005,550630102021,90
550630002005,550630104012,90
550630002005,550630106001,83
550630002005,550630102022,75
550630002005,550630103002,72
550630002005,550630102012,56
550630002005,550630001001,54
550630002005,550630002003,50
550896301002,550896302021,85
550896301002,550896301001,79
550896301002,550896302022,77
550896301002,550896201003,63
550896301002,550896402001,62
550896301002,550896302013,54
550896301002,550896302011,52
551050009001,551050013041,210
551050009001,551050012023,104
551050009001,551050013025,97
551050009001,551050013042,91
551050009001,551050009002,79
551050009001,551050013021,75
551050009001,551050013032,73
551050009001,551050013031,72
551050009001,551050012013,67
551050009001,551050007002,64
551050009001,551050013022,63
551050009001,551050007001,59
551050009001,551050031005,53
551050009001,551050014004,52
550099400021,550099400012,148
550099400021,550099400013,138
550099400021,550099400022,88
550099400021,550090205041,81
550099400021,550090207021,75
550099400021,550099400031,68
550099400021,550831013002,68
550099400021,550099400016,63
550099400021,550870131001,62
550099400021,550099400032,53
550099400021,550879400001,52
550099400021,550870131002,52
550099400021,550090202033,51
550099400043,550099400021,92
550099400043,550099400013,72
550099400043,550099400031,67
550099400043,550099400012,64
550099400043,550090205041,62
550099400043,550099400032,59
550099400043,550090213021,50
550099400043,550090213023,50
550790044003,550790074001,94
550791017004,550791015001,52
550791853002,550791853001,62
550791853002,550790903002,61
550791853002,550790903001,51
550959602002,550959602003,57
551332008011,551332033042,143
551332008011,551332034052,127
551332008011,551332033041,113
551332008011,551332034031,98
551332008011,551332033052,83
551332008011,551332034064,82
551332008011,551332008012,79
551332008011,551332021012,78
551332008011,551332005001,78
551332008011,551332034033,70
551332008011,551332008031,68
551332008011,551332033062,68
551332008011,551332003004,67
551332008011,551332005002,66
551332008011,551314601013,66
551332008011,551332033063,65
551332008011,551332034051,59
551332008011,551332005003,59
551332008011,551332004001,59
551332008011,551332034032,57
551332008011,551332035003,57
551332008011,551332012021,52
551332008011,551332034041,52
551332008011,551332034063,51
551332008011,551332008013,51
551332008011,551332034024,50
550339702001,551091207002,62
550590029032,550590029031,92
550590029032,550590030022,67
550590029032,550590029044,58
550590029032,550590030012,55
550659703002,550659703003,63
551131005005,551131003002,71
551332008032,551332005001,91
551332008032,551332033042,91
551332008032,551332005002,84
551332008032,551332008031,82
551332008032,551332008012,76
551332008032,551332012021,74
551332008032,551332034052,66
551332008032,551332007003,64
551332008032,551332005003,64
551332008032,551332033041,63
551332008032,551332008033,62
551332008032,551332003004,59
551332008032,551332004001,58
551332008032,551332034031,52
551332008032,551332007002,52
551332008032,551332008042,51
551332008032,551332008041,50
551332008032,551332009012,50
550710105002,550710104005,67
550710105002,550710104002,53
550779605002,550779605001,62
550870110006,550150207001,103
550870110006,550870125051,76
550870110006,550150203081,72
550870110006,551390025004,68
550870110006,550870133002,63
550870110006,550870111022,62
550870110006,550150208001,61
550870110006,550150208002,57
550870110006,550150203062,55
550870110006,551390026023,54
550870110006,550870125061,53
550870110006,550870133001,52
550870110006,551390024001,50
551332015061,551332015042,169
551332015061,551332015041,135
551332015061,551332021012,127
551332015061,551332015052,119
551332015061,551332017034,117
551332015061,551332017042,114
551332015061,551332039011,107
551332015061,551332016003,105
551332015061,551332014041,99
551332015061,551332017013,95
551332015061,551332038024,95
551332015061,551332015034,94
551332015061,551010028004,91
551332015061,551332019002,90
551332015061,551332019003,88
551332015061,551332015031,87
551332015061,551332038023,83
551332015061,551332020011,81
551332015061,551332015062,81
551332015061,551332013002,81
551332015061,551332017033,80
551332015061,551010020011,76
551332015061,551332020013,74
551332015061,551332014033,71
551332015061,551332017043,69
551332015061,551332015063,69
551332015061,551332018001,69
551332015061,551332016002,69
551332015061,551010028003,66
551332015061,550791010001,65
551332015061,551010020023,64
551332015061,551332014031,64
551332015061,551270001013,64
551332015061,551332040023,64
551332015061,551332038031,63
551332015061,550791201011,63
551332015061,550791503012,63
551332015061,550791603004,63
551332015061,551010028002,62
551332015061,550791603001,62
551332015061,551332017041,62
551332015061,551332014042,61
551332015061,551332017044,61
551332015061,551332023013,60
551332015061,551332019001,60
551332015061,551332040022,59
551332015061,551332014022,59
551332015061,551332039023,59
551332015061,550791201022,59
551332015061,551270005011,58
551332015061,551332013001,57
551332015061,551332014023,57
551332015061,551332039012,57
551332015061,550791201012,57
551332015061,550791301003,55
551332015061,551332016004,54
551332015061,551332017014,53
551332015061,551270002003,53
551332015061,550791008002,53
551332015061,551332039022,53
551332015061,550791010003,53
551332015061,551332015033,52
551332015061,551332021031,52
551332015061,551332015032,51
551332015061,551332021032,51
551332015061,550791503041,51
551332015061,551270001021,50
550019505022,550019507003,52
550250107011,550250137001,135
550250107011,550250108005,85
550250107011,550250107013,84
550250107011,550250107023,79
550250107011,550250125022,79
550250107011,550250108001,75
550250107011,550250014031,72
550250107011,550250014033,69
550250107011,550250107021,62
550250107011,550250005033,51
550870120001,550870133001,163
550870120001,550150207001,151
550870120001,550870121004,131
550870120001,550150203062,126
550870120001,550870120002,116
550870120001,550150203081,80
550870120001,550870133002,71
550870120001,550870119002,70
550870120001,550870121005,63
550870120001,550870116004,61
550870120001,550870121003,60
550870120001,550870120004,55
550870120001,550870121002,54
550870120001,550150203063,53
550870120001,550870120003,51
551351003002,551351003003,51
551351003002,551351004001,50
550090206001,550619604003,96
550090206001,550090201001,74
550090206001,550619605002,66
550090206001,550090201002,64
550090206001,550619605005,61
550090206001,550619604006,58
550090206001,550619605004,56
550279602001,550279612001,57
550511803002,550511803001,56
550790129003,551332034052,85
550790129003,551332033042,66
550790129003,550790074001,61
550790129003,551332015042,60
550790129003,551314702041,59
550790129003,551332021012,58
550790129003,550790129002,56
550790129003,550791003001,53
550790129003,551332033052,50
550896603032,550896602022,141
550896603032,550896603041,135
550896603032,550896502001,118
550896603032,550896503004,104
550896603032,550896603013,100
550896603032,550896402001,86
550896603032,550896501013,83
550896603032,550896402002,82
550896603032,550896603011,82
550896603032,550896503001,70
550896603032,550896603031,70
550896603032,550896603033,67
550896603032,550896402004,66
550896603032,550896302021,65
550896603032,550790301003,65
550896603032,550896602023,65
550896603032,550896603034,63
550896603032,550790401001,60
550896603032,550896602012,59
550896603032,551170107002,59
550896603032,550896501022,53
550896603032,551314501032,51
550896603032,550896501011,50
550390416001,550390416003,86
550390416001,550390416005,69
550390416001,550390417002,58
550390416001,550390415002,54
550390416001,550390415001,53
550730008002,550730011021,161
550730008002,550730012011,96
550730008002,550730007001,73
550730008002,550730008001,72
550730008002,550730011022,56
550730008002,550730011044,53
550730008002,550730003001,53
550790149001,550790148002,83
550790149001,550790147002,77
550790149001,550790149002,53
550170103001,550170107003,179
550170103001,550170104001,140
550170103001,550170102002,123
550170103001,550170107002,121
550170103001,550170102001,116
550170103001,550170105004,99
550170103001,550170102003,83
550170103001,550170110005,71
550170103001,550170112004,68
550170103001,550170103005,68
550170103001,550170110004,66
550170103001,550170107001,65
550170103001,550170103004,56
550170103001,550170103006,55
550170103001,550170104003,53
550170103001,550170105003,53
550170103001,550170105002,52
550170103001,550350015001,50
550250113022,550250112002,268
550250113022,550250113011,249
550250113022,550250112003,110
550250113022,550250115031,107
550250113022,550250114023,102
550250113022,550250113021,91
550250113022,550250113012,87
550250113022,550250132002,83
550250113022,550250132001,73
550250113022,550250132004,68
550250113022,550250115032,68
550250113022,550250133012,60
550250113022,550250132005,51
550250113022,550250112001,51
550279616002,550279616001,53
550859704002,550859706021,58
550859704002,550859714001,56
550959601001,550959601002,53
551050030012,551050030013,92
551050030012,551050030024,71
551050030012,551050030021,61
550759612003,550759611003,71
550759612003,550759611002,51
550819501003,550819505001,149
550819501003,550819501004,71
550819501003,550819506001,64
550819501003,550819506002,63
550819501003,550819502001,59
550819501003,550819506003,54
550819501003,550819502004,52
550819501003,271630710181,51
550819501003,550819507003,50
551270015026,551270016023,63
551270015026,551270016031,58
550870121005,550870133001,209
550870121005,550150203062,148
550870121005,550150207001,135
550870121005,550870121004,123
550870121005,550870120002,122
550870121005,550150203061,85
550870121005,550150203063,85
550870121005,550870121003,69
550870121005,550150203081,66
550870121005,550870120001,60
550870121005,550870133002,58
550870121005,550090214003,57
550870121005,550090215001,54
550039508003,550039503001,65
550039508003,550039400001,54
550039508003,550079601002,53
550730014002,550730011021,286
550730014002,550730012011,216
550730014002,550730014001,193
550730014002,550730013004,157
550730014002,550730003001,106
550730014002,550730011022,106
550730014002,550730011044,102
550730014002,550730007001,95
550730014002,550730013001,88
550730014002,550730012023,87
550730014002,550730011032,82
550730014002,550730004003,82
550730014002,550730006022,82
550730014002,550730012024,80
550730014002,550730015003,79
550730014002,550730004002,72
550730014002,550730018004,72
550730014002,550730007003,71
550730014002,550699606002,71
550730014002,550730012012,66
550730014002,550730013003,65
550730014002,550730014003,64
550730014002,550730005003,63
550730014002,550730004001,62
550730014002,550730016003,60
550730014002,550730016001,60
550730014002,550730023003,59
550730014002,550730011033,57
550730014002,550730023006,56
550730014002,550699607002,56
550730014002,550730008001,55
550730014002,550730012014,55
550730014002,550730015002,54
550730014002,550730011043,53
550730014002,550730001001,52
550730014002,550730010001,51
550730014002,550730015001,51
550730014002,550730019003,51
550730014002,550730006012,51
550730014002,550699606003,51
550730014002,550979607012,50
550759610002,550759608001,62
550759610002,550759607002,53
550759610002,550759607001,51
550759610002,550831013002,50
551010016011,550791603001,152
551010016011,551010017051,132
551010016011,551010017032,88
551010016011,551010018021,87
551010016011,551010016013,83
551010016011,550791603004,83
551010016011,550791603003,80
551010016011,551010019001,77
551010016011,550590026012,74
551010016011,550590026021,71
551010016011,551010016014,65
551010016011,550590026022,65
551010016011,551010015013,64
551010016011,551010017024,57
551010016011,550791873003,56
551010016011,551010017052,55
551010016011,550791602033,54
551010016011,550590006022,51
551010016011,550590027001,51
551010016011,551010015041,51
551010016011,550590003001,50
551010016011,551010012011,50
551010016011,550791872002,50
551332001022,551314702041,219
551332001022,551314501042,161
551332001022,551314601013,155
551332001022,551314501032,139
551332001022,551332004001,136
551332001022,551314702021,117
551332001022,551314701002,107
551332001022,551314601011,100
551332001022,551332002012,83
551332001022,551314501051,82
551332001022,551314401043,80
551332001022,551314601024,80
551332001022,551314501061,78
551332001022,551314401031,73
551332001022,551314702024,73
551332001022,551314401032,71
551332001022,551314701003,70
551332001022,551314501031,70
551332001022,551314201061,70
551332001022,551332004003,69
551332001022,551332034064,69
551332001022,551314301001,69
551332001022,551314501041,68
551332001022,551332005001,68
551332001022,551314202004,67
551332001022,551314401041,65
551332001022,551314601021,65
551332001022,551332001012,64
551332001022,551314001043,62
551332001022,550790002023,62
551332001022,551314401051,62
551332001022,551314702032,61
551332001022,551332034031,60
551332001022,551314401061,60
551332001022,551332002021,60
551332001022,551332005003,60
551332001022,551332005002,59
551332001022,551314702033,58
551332001022,551314702031,57
551332001022,550790003042,57
551332001022,551314501062,56
551332001022,551314201041,55
551332001022,551332001033,54
551332001022,551332001032,53
551332001022,551332001023,53
551332001022,550390411004,52
551332001022,551332002023,52
551332001022,551314301003,52
551332001022,551332034032,52
551332001022,550790002021,51
551332001022,551332001021,50
551332001022,551332001031,50
551332020013,551332039011,117
551332020013,551010028004,116
551332020013,551332038024,109
551332020013,551332038023,98
551332020013,551332020011,85
551332020013,551332039022,80
551332020013,551270001013,80
551332020013,551332040023,77
551332020013,551332020012,74
551332020013,551332039023,71
551332020013,551332039012,68
551332020013,551332038031,67
551332020013,551332040022,66
551332020013,551270005011,66
551332020013,551270001021,65
551332020013,551332017042,62
551332020013,551270002003,62
551332020013,551010027012,57
551332020013,551270001011,55
551332020013,550551016001,53
551332020013,551332038021,51
551332022023,551332021012,156
551332022023,551332022024,82
551332022023,551332021023,66
551332022023,551332023013,56
551332022023,551332022021,55
550590017003,550590022003,58
550590017003,550590026012,57
550590017003,550590026021,53
550590017003,550590026022,50
550630001001,550630005002,97
550630001001,550630106001,80
550630001001,550630104012,73
550630001001,550630102022,56
550630001001,550630102011,56
550630001001,550630102021,54
550630001001,550630103002,51
550979605003,550979601003,61
550979606003,550979606004,57
550979606003,550979613001,52
551314401042,551314401041,111
551314401042,551314401031,104
551314401042,551314401043,102
551314401042,551314401032,81
551314401042,551314401061,50
551332023026,551332021012,149
551332023026,551332023013,84
551332023026,551332021023,77
551332023026,551332024003,61
551332023026,551332038031,59
551332023026,551332021031,55
551332023026,551332024001,53
551332023026,551332020011,51
551332045025,551332045022,82
551332045025,551332043011,68
551332045025,551332045012,63
551332045025,550279615003,55
550090207032,550090207033,122
550090207032,550090020031,100
550090207032,550090207021,90
550090207032,550090018022,86
550090207032,550090206001,85
550090207032,550090020021,77
550090207032,550090207031,75
550090207032,550619604003,70
550090207032,550099400013,68
550090207032,550090201001,65
550090207032,550090201002,61
550090207032,550090207041,54
550090207032,550619605002,50
550250023012,550250112002,106
550250023012,550250023011,94
550250023012,550250113011,68
550790072001,550790074001,71
550790174001,550790174002,71
550790174001,550790173003,54
550390419005,550390419006,50
550710103002,550710103001,63
550710103002,550710104005,53
550790601022,550896603041,75
550790601022,550790601013,62
550790601022,550790003042,58
550790601022,550790301003,58
550790601022,550790009001,55
550790601022,550790601012,53
550790601022,550790401001,51
550790601022,550790008001,50
550959609004,550959608001,61
551170102002,551170102001,136
551170102002,551170107002,87
551170102002,551170107001,51
551170102002,551170103002,51
550039503001,550039400001,58
550039503001,550079604001,58
550039503001,550079601002,52
551332008042,551332033042,99
551332008042,551332012021,90
551332008042,551332008012,87
551332008042,551332008031,76
551332008042,551332005001,75
551332008042,551332034052,66
551332008042,551332033041,61
551332008042,551332009024,57
551332008042,551332008033,57
551332008042,551332033052,57
551332008042,551332012023,56
551332008042,551332005002,56
551332008042,551332003004,55
551332008042,551332008032,55
551332008042,551332008041,52
551332008042,551332007003,52
551332008042,551332008013,51
550090014001,550090207043,81
550090014001,550090020021,76
550090014001,550090016001,75
550090014001,550090018022,73
550090014001,550090020031,71
550090014001,550090207032,63
550090014001,550090207041,60
550090014001,550090020011,59
550090014001,550090207021,58
550090014001,550090207033,50
550790804003,550790074001,170
550790804003,550790078003,56
550790804003,550790073001,53
550790804003,550790077003,50
550790804003,550790044001,50
550790804003,550790077001,50
550870131001,550870131002,73
550870131001,550870131004,72
550870131001,550870132003,62
550870131001,550870131003,56
550870131001,550870129012,52
551170004001,551170107002,172
551170004001,551170003002,150
551170004001,551170113003,115
551170004001,551170107001,112
551170004001,551170107003,110
551170004001,551170106021,110
551170004001,551170008003,108
551170004001,551170002022,98
551170004001,551170002021,95
551170004001,551170106011,93
551170004001,551170011001,90
551170004001,551170009001,83
551170004001,551170102001,82
551170004001,551170108002,81
551170004001,551170003003,80
551170004001,551170010001,79
551170004001,551170001001,77
551170004001,551170009003,74
551170004001,551170105011,74
551170004001,551170106013,73
551170004001,551170010003,71
551170004001,551170010004,67
551170004001,551170005001,67
551170004001,551170009002,66
551170004001,551170004002,64
551170004001,551170001002,62
551170004001,551170105021,62
551170004001,551170011002,62
551170004001,551170102002,61
551170004001,551170109002,61
551170004001,551170003004,60
551170004001,551170003001,57
551170004001,551170008002,57
551170004001,550710106002,56
551170004001,551170113001,55
551170004001,551170002012,54
551170004001,551170114001,53
551170004001,551170106012,52
551170004001,551170008001,51
550279610003,550279607003,96
550279610003,550279608004,85
550279610003,550279604002,72
550279610003,550279606002,66
550279610003,550279609002,60
550279610003,550279607001,57
550279610003,550279610002,56
550279610003,550279604003,52
550350014003,550350015001,152
550350014003,550350013001,146
550350014003,550350014004,73
550350014003,550350014001,69
550350014003,550350009003,61
550350014003,550339704001,59
550350014003,550339704002,56
550390411001,550390411004,175
550390411001,550390420004,151
550390411001,550390411003,142
550390411001,550390420005,97
550390411001,550390420003,92
550390411001,550390413001,75
550390411001,550390403001,70
550390411001,550390411002,68
550390411001,550390421001,66
550390411001,550390420001,58
550390411001,550390420002,55
550390411001,550390421004,54
550790048003,550790003021,56
550790048003,550790049001,53
551010024012,551010024013,86
551010024012,551010024021,86
551010024012,551010024011,66
551010024012,551010027022,64
551010024012,551010024022,58
551010024012,551010026004,57
551010024012,551270002004,50
551010024012,551010024014,50
550459603003,550459603002,69
550459603003,550459608003,50
550019502021,550019502011,56
550250004082,550250109011,261
550250004082,550250108005,116
550250004082,550250109031,115
550250004082,550250004061,105
550250004082,550250125022,104
550250004082,550250004072,101
550250004082,550250137001,100
550250004082,550250109042,94
550250004082,550250109044,91
550250004082,550250112002,89
550250004082,550250107021,83
550250004082,550250004054,80
550250004082,550250005043,80
550250004082,550250006002,72
550250004082,550250014033,71
550250004082,550250108001,69
550250004082,550250005035,68
550250004082,550250004071,67
550250004082,550250109041,67
550250004082,550250004053,66
550250004082,550250005033,65
550250004082,550250107023,65
550250004082,550250113011,65
550250004082,550250125011,65
550250004082,550250002043,64
550250004082,550250128004,63
550250004082,550250014023,61
550250004082,550250120013,61
550250004082,550250014031,60
550250004082,550250114023,57
550250004082,550250014032,55
550250004082,551110006002,55
550250004082,550250015023,54
550250004082,550250130001,52
550250004082,550250125023,52
550730013002,550730013004,80
551010020011,551010020023,112
551010020011,551010020022,95
551010020011,551010028004,75
551010020011,551010027011,74
551010020011,551010028003,69
551010020011,551332019002,66
551010020011,551010028002,65
551010020011,551010027022,61
551010020011,551010027012,60
551010020011,551010027024,60
551010020011,551332017044,55
551010020011,551332017042,51
551050002003,551050013041,185
551050002003,551050012023,119
551050002003,551050012022,103
551050002003,551050012012,98
551050002003,551050014004,95
551050002003,551050013025,91
551050002003,551050012013,89
551050002003,551050013042,85
551050002003,551050003002,78
551050002003,551050013032,72
551050002003,551050013021,72
551050002003,551050010001,71
551050002003,551050006001,67
551050002003,551050007002,66
551050002003,551050009002,62
551050002003,551050013031,62
551050002003,551050010002,61
551050002003,551050007001,60
551050002003,551050013022,57
551050002003,551050014002,54
551050002003,551050008003,53
551050002003,551050004004,53
551050002003,551050012011,52
551050002003,551050006002,51
551050002003,551050011001,50
551332043011,550551017022,161
551332043011,551332045022,96
551332043011,551332045025,96
551332043011,550279615003,95
551332043011,551332043012,94
551332043011,551332042002,88
551332043011,550551017021,82
551332043011,551332043021,71
551332043011,551332042005,67
551332043011,550279616003,62
551332043011,551332045012,61
551332043011,551332044002,54
551332043011,551332045011,53
551332043011,551332043014,52
551332043011,551332034052,52
551332043011,551332037032,50
551390014002,551390019002,58
550250017053,550250016031,125
550250017053,550250114023,117
550250017053,550250011022,101
550250017053,550250115031,96
550250017053,550250112002,94
550250017053,550250016064,84
550250017053,550250120013,84
550250017053,550250109011,78
550250017053,550250011011,76
550250017053,550250113011,68
550250017053,550250017052,68
550250017053,550250018022,68
550250017053,550250016043,67
550250017053,550250115032,62
550250017053,550250016044,60
550250017053,550250018042,58
550250017053,550250018041,55
550250017053,550250114012,53
550250017053,550250016041,51
550590029043,550590029062,111
550590029043,550590029044,99
550590029043,550590029053,88
550590029043,550590029031,86
550590029043,550590029061,67
550590029043,550590027001,65
550590029043,550590029041,63
550590029043,550590029042,61
550590029043,550590027002,59
550590029043,550590028004,56
550590029043,550590030022,55
550590029043,550590030012,51
550790216002,550791603001,182
550790216002,550791603004,143
550790216002,550790216001,104
550790216002,550791873003,87
550790216002,551010017051,86
550790216002,550790214001,84
550790216002,550791603003,82
550790216002,550791501004,80
550790216002,550791602033,71
550790216002,551332034052,71
550790216002,551314702041,70
550790216002,550791872002,69
550790216002,550791601002,68
550790216002,550791704002,67
550790216002,550791602021,65
550790216002,550791501003,64
550790216002,551010017032,64
550790216002,550791601001,63
550790216002,550791602022,63
550790216002,550791501001,62
550790216002,550791602043,61
550790216002,550590026012,61
550790216002,550896602022,61
550790216002,550791873002,60
550790216002,550590026022,58
550790216002,550791602032,57
550790216002,550791205013,57
550790216002,550791602031,56
550790216002,550896502001,55
550790216002,550590026021,54
550790216002,551332015042,53
550790216002,551332033042,53
550790216002,550791402024,52
550790216002,550790217002,50
550790216002,550791702002,50
550790602004,550790601022,62
550790602004,550790601013,57
550790802003,550790074001,127
550791204005,550791603001,117
550791204005,550791603004,86
550791204005,550791204002,68
550791204005,550791501004,66
550791204005,550791205013,63
550791204005,550790191002,63
550791204005,551332015042,61
550791204005,550791501003,61
550791204005,550791873003,57
550791204005,550791402023,56
550791204005,550791503041,53
550791204005,550791402024,53
550791204005,550791603003,53
550791204005,550791402011,52
550791204005,550791204004,51
550791204005,550791503012,50
550791204005,550791872002,50
550791204005,550791402012,50
550791402023,550791501004,95
550791402023,550791501003,81
550791402023,550791402024,72
550791402023,550791872002,64
550791402023,550791402022,62
550791402023,550791873003,57
550791402023,550791205013,56
550791402023,550791501001,56
550791402023,550791402012,55
550791402023,550791503012,53
550791402023,550791873002,52
550791402023,550791402013,52
550791402023,550791402011,50
551050021003,551050017002,89
551050021003,551050020002,74
551050021003,551050020001,66
551050021003,551050022001,55
551050021003,551050016002,53
551050021003,551050017003,51
551050021003,551050021001,50
551050030022,551050013041,162
551050030022,551050012023,106
551050030022,551050030021,98
551050030022,551050013031,96
551050030022,551050013032,77
551050030022,551050031005,74
551050030022,551050030024,71
551050030022,551050030013,68
551050030022,550250109011,67
551050030022,550250112002,65
551050030022,550250114023,56
551050030022,551050013025,54
551050030022,551050031001,52
551050030022,551050031002,50
551270016044,551270016043,81
551270016044,551270016041,75
551270016044,551270016031,57
551270016044,551270006004,56
551270016044,551270017021,51
550279608001,550279608004,72
550279608001,550279607003,67
