dbscan,month,geography,group,subgroup
101,Apr,Alaska,green,USA
101,Apr,Alaska,green,USA
101,Apr,Alaska,green,USA
101,Mar,Alaska,green,USA
101,Mar,Alaska,green,USA
101,Mar,Alaska,green,USA
101,Mar,Alaska,green,USA
101,Mar,Alaska,green,USA
101,Mar,Alaska,green,USA
101,Mar,Alaska,yellow,USA
101,Mar,Alaska,green,USA
101,Mar,Alaska,green,USA
101,Mar,Alaska,green,USA
101,Mar,Alaska,green,USA
101,Mar,Alaska,blue,USA
101,Mar,Alaska,green,USA
101,Mar,Alaska,green,USA
101,Mar,Alaska,green,USA
101,Mar,Alaska,green,USA
101,Mar,Alaska,green,USA
101,Sep,Alaska,green,USA
104,Aug,Maine,green,USA
104,Aug,Maine,yellow,USA
104,Aug,Maine,green,USA
104,Aug,Maine,green,USA
107,Sep,Alaska,purple,USA
107,Sep,Alaska,green,USA
107,Sep,Alaska,yellow,USA
107,Sep,Alaska,purple,USA
108,Sep,Alaska,green,USA
108,Sep,Alaska,yellow,USA
108,Sep,Alaska,green,USA
109,Sep,Alaska,green,USA
109,Sep,Alaska,green,USA
109,Sep,Alaska,green,USA
